OTUID,Taxon,Confidence
946ae3fe7ad380317d57ee6283a8bcb3,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,0.913330854
946f3b0b4bfba6ed39332c18a99757eb,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,0.99941428
947c41b884a84f94db71834935b84761,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__,0.89243472
949f13d2961f9389d656f3754d6ba49d,k__Bacteria,0.940481182
94a7835a95be2a0c67528979a24784fe,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales,0.950885469
94af7d88c26ebec2db6320b0d46ee934,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__,0.997617123
94b4d8567e54ea38d3e62d0c51542ff9,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__,0.999999256
94f775072acc21d8a063629a85768d64,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae,0.999767647
953e212c82e63ad729e8dc94555f4591,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae,0.999997659
954cef42cfa0c109704ff7e8c22defc7,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium; s__adolescentis,0.927315003
9572d9326268430e8816d32791a24b07,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__clausii,0.999335054
9576a846b0c0dbffff0a325cab9262c9,k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__; s__,0.965316157
95793f022b7774c9d759f68f1013114c,k__Bacteria; p__Cyanobacteria; c__4C0d-2; o__YS2; f__; g__; s__,1
959e4f64be77ce53e0476a495d01834f,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__,0.924823898
960c5653f0121e5bdc7322ad14694070,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Sutterella; s__,0.999975712
960cc8af637463a510307d044c251fc1,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__,0.999999876
961456b2721190d5251b9c0d168bb29c,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]; s__gnavus,0.999979987
9645bc2f2320140d8b1192ebd779ebb5,k__Bacteria,0.958388477
9656a4150db54964e072f0d958d8dda4,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__,0.999999925
965b1c9d6d7d52e4d5c7ad64f58d63da,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__,0.999723199
965d6cc72e78ee9f80dc18e7829b961e,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__reuteri,0.991129145
9669ab51cce354f64346f8ac1a6e5355,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__,0.999984305
9677010f7d64a2907fe7088970a9e268,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__,0.999299101
96904d0cb61e292f4a004fd6d68a42bc,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Vagococcus; s__,0.874512877
96936aea37c92896ee7b425faaa44f30,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__,0.999999045
969887e586719c42f01841d96529c31c,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,0.995931823
96a1b65d0bed7d541682c95071975c58,k__Bacteria,0.924981118
96a7f3bf86a25670a5157edb7c5fb2c3,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__mitochondria,0.999999683
96c5877f7b4fef0d30c952909b51543a,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Tissierellaceae]; g__Anaerococcus; s__,1
96d691e3b8aa0f48635775c0d190af78,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus,0.999907682
96dc00b10aa92d3b4f421d8eeb6a6afd,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales,0.89224903
96e3c83a6ccbc094c9a646de747635a7,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__,0.998936092
96f81c2f8c365f3e994ead1b389bf099,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Streptosporangiaceae; g__; s__,0.87522197
970b7148d5eca49abb5bf401ef5a9d12,k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__; s__,0.983119354
97146475b5820ed3e3d6073a305a9dca,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,0.91702737
971495a7120b0f0bfaaa32568fd9c3f4,k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Allobaculum; s__,1
972e77a8e91c18cd99fe5b33bde8bbe2,k__Bacteria; p__Firmicutes; c__Bacilli; o__Turicibacterales; f__Turicibacteraceae; g__Turicibacter; s__,0.999963208
9730cc3d47181da5a79f43bd0592f4e6,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,0.841372451
975ba31449a71d4288ba59c309a2615f,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__,0.994871564
97b54f546e16cc51a1c9abcfed646a1b,k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__[Eubacterium]; s__cylindroides,0.719402003
97b8a1fd5b64f0eb0d389739bda27284,k__Bacteria,0.944693526
97df94ae30edb34b210282ac77e7405d,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Parabacteroides; s__distasonis,0.999995892
97e434379b833ceaa7fe155eee82a372,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__,0.909923678
980d525ac81e0787764eca4365c80095,k__Bacteria,0.9340573
982229bd3ad240a8120a7c8d22b82b8d,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__,0.999985347
98227232b95f8fe6697873d808e8f1ac,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,0.748286207
98234758c3ff7a6a9ea61162afa84ba4,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__,0.999978549
984302acd98b0ca248a53f4e3b21c5b2,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,0.814499847
984cc2f6f48a2dfe6854f1cd36ec9897,k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Adlercreutzia; s__,0.999995522
9877317d37487a8fff2051dfb8cd5d8e,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales,0.999999881
987ae25eb8219222cc0c1be0aa006309,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Parabacteroides; s__distasonis,0.999999422
9890adaa3d76b84a8d3a1153819e72fe,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,0.71689242
98a00f91a393a9db8fe47d98a1fa8910,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,0.997684745
98a1a70c544224df5b52510e39a0fabf,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,0.767524268
98b130d293e8f892f43eb8cd1cab1e71,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,0.867124212
98c4e2f18722c28a7f9de0f90ceb4e9f,k__Bacteria,0.9454093
98ccd43c1c7c07b6900af65c4cee01e8,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Novosphingobium; s__,0.940180688
98fdb37cf03da163148d78261b558ffa,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__,0.999999836
9915f8a0b01534305a1e03eb71408abd,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__guillouiae,0.743192274
991ef268d4516d2caa7951239f072065,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__,0.999799277
9988e454747b882f6c1b4b20a2a5be96,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales,0.999999984
99c51f1424edec5dabd3a7c1109bdfdb,k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__; s__,0.999999512
99d2a87b605975cc09a3a76246060920,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,0.850150131
99d327135746bef7062ca9186097c7b1,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae,0.726385289
99d6b465e7396705233cda56b3ea7564,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__,0.999999433
99d8957a8613d5880d45b5154108ba71,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae,0.856784652
9a00e9c255d3e3187669f93e6fdbe7f9,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__,0.97340522
9a211c35559dd28eec350701b8e69ca7,k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__Akkermansia; s__muciniphila,1
9a22fcaf2fae0ec7093522d751ed14ae,k__Bacteria; p__Tenericutes; c__Mollicutes; o__RF39; f__; g__; s__,0.999999999
9a3bc3851037cb9b0cb021374adab8de,k__Bacteria,0.936876793
9a4ab89e88dee668f878444d90b060b1,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium; s__,0.995271063
9a4b1e1f5ff0a8ac53515148126a4c5d,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus,0.999945363
9a4b8bf97aeaa9eb2a3933b4c17197a5,k__Bacteria,0.999541286
9a584a90d465aa30df37e49573ef5e7f,k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Acidobacteriaceae; g__; s__,0.99929914
9a5c9d8fe5b0b494e110ed36f4f18663,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,0.99919342
9a6270752372d8d5e0d6cdd11284ab89,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__; s__,0.987862528
9a6946e5da7d81952c86a6e4524be5a5,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,0.799786609
9a711c13e1de2700273f8804ff5d53b9,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,0.999066199
9a8b2fb09741c9883c66e24a7df083b6,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__,0.997416598
9a9c97bd2277d832e2b17c6b6f891f09,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__johnsonii,0.939239952
9aa3fd974b7442f74bab23ac3a5178a9,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,0.953639917
9aa7ffe46e2c83d9302c0cc11aaac625,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,0.835693421
9aadbb4af1f934ac46ebe6eb01600bb1,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__; s__,0.99969079
9adda51aa51ac32ffaf6a76ce3bf0446,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__fragilis,0.756927942
9af220cabcdaeb28a41e6ca88bdc7aec,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Proteus; s__,0.999993211
9afea79d8bff63ab5766f154a005a350,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__,0.99999993
9b0999a9dcf2d64ad2d30d2da503c520,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardiaceae; g__Rhodococcus; s__fascians,0.999982257
9b11034417c15c342b457db728b61d7e,k__Bacteria; p__Tenericutes; c__Mollicutes; o__RF39; f__; g__; s__,0.99999605
9b116e288fa11edcd627b856a9349e5d,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,0.946955504
9b119c3c0fa910deca32fd7571866de7,k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Catenibacterium; s__,0.999999264
9b2166316a34f3ce02c78d3047b379de,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,0.99985043
9b3a21626dcd600eb154b1e7ac3e29ff,k__Bacteria; p__Firmicutes; c__Bacilli; o__Turicibacterales; f__Turicibacteraceae; g__Turicibacter; s__,0.938185638
9b58b90a6de8d702d3ac8c20db936af3,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales,0.97341123
9b61cf0b02e2c2acf0e008b2136a8de3,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__,0.745092184
9b86760f1d24e78119093f5f08f45f71,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Streptomycetaceae; g__Streptomyces; s__,0.971149684
9b8742b29f12744758311ce50fbdf47f,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,0.903085089
9b9b4a9a674d7457dd8cd384200dacaf,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,0.941974178
9bc0b5e10b8f7b9b3afa4d374f6f7500,k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Allobaculum; s__,0.990275433
9bc10fe2c3bbbbce75a927925cfbd0bb,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae,0.999947468
9bc69f492236a6e956953769464218a3,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,0.99529289
9bd2d8df3568df456c798512cc4697bb,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__; s__,0.99999928
9bdc7fa688745d305853d8ebd82ebd0e,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,0.863872662
9c04b4f9294defd38b871d14f852f5c2,k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Allobaculum; s__,1
9c1454b23d7b9e86ad391e0b238ee420,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__,0.999999309
9c1e4af03786652849b09875f6809ecb,k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__; s__,0.925284306
9c31d4d1a721dcdfdf1ccb759e680804,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,0.956996171
9c49f55243bd1f220450503334bc5a9e,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__reuteri,0.979545798
9c5e717430d1dd57e8fad8d086463805,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__,0.999999884
9c5ee43932327f8ca0eb304352dc3d32,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae,0.99913894
9c6e2a4d55efc64cc5467823ae32e1a1,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Parabacteroides; s__distasonis,0.999824797
9c9a17fa34797daa052d861d52d65b51,k__Bacteria,0.93033027
9ca8f231c86ffb4583eb19f204605933,k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Coprobacillus; s__,0.99966463
9cff01d4f1801dd3fff999f42053a819,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,0.81601881
9d0e253614c81ee7f2bff5fa6dde9519,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__,0.894537168
9d128c078a36cbb2af7e3945dcc6a84a,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,0.766431804
9d559fa2039e96f9db8b5362dd798b39,k__Bacteria,0.915544375
9d64ad1cf3f9fdf592877dc436706d78,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__; s__,0.998647273
9d71ef8bed32e9364e8ebfda87b1b5f3,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__,0.99995938
9d7c729b1fed8ce40b0380a9466e094d,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,0.999066491
9d82f03a8e5a05d2a1c1934971efc859,k__Bacteria; p__Firmicutes; c__Bacilli; o__Turicibacterales; f__Turicibacteraceae; g__Turicibacter; s__,0.999998228
9d8da14f20bf69d4450e9f0851873636,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,0.977484729
9dae88a5c83442aa3020a29ef366a053,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia,0.959978157
9dd5d5ac8d29d99ea509dc75f862148c,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,0.987456804
9df320ba2f970b567cedd6a579640867,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__,0.989406474
9e0cf2990d3c1b967f22b595403e1578,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__,0.99991961
9e1a29e8ded169c251d4051258fb572f,k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Coprobacillus; s__,0.999960713
9e2506f56aa4711df181c6a4753e9ce6,k__Bacteria,0.931787893
9e25d1fd097db02ff421becd6fea0dea,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,0.870712685
9e62c5f21a3d3823b03f063b9322e8c9,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae,0.996166734
9e71ea50ed6df9a57f8af4ef5715afa7,k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__; s__,0.999985156
9ec5343d87acd9f95acd78b13a6a7a15,k__Bacteria,0.932136946
9f28c9fce68c9a915e1a0b766676c803,k__Bacteria,0.949603356
9f59d64e5cce3e49472cbb9514a663c8,k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__; s__,0.938148174
9f59e865f69a2ca93cbdda982e552569,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,0.958870985
9f5a04a999df8cfac7a47200d7f01768,k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__[Eubacterium]; s__dolichum,0.999999999
9f6714942d172bfc6ffda3a01bc9d837,k__Bacteria,0.929117708
9f6e11282f37d8666d3c88ea3e158c27,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,0.99575047
9f7ad8fe3521c13ff238664fd990ceaa,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,0.784341461
9f8793564a18c244542d3b52c6af920e,k__Bacteria; p__Tenericutes; c__Mollicutes; o__RF39; f__; g__; s__,0.998892561
9fc5c72a0a49831d25abbab6d52febe1,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,0.999835939
9fe936f55c7d1ce3a4c7387ba09d596a,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]; s__,0.994680785
9fecaa6738931370d6abbb586b2f8572,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__,0.897401649
a020a5ee56b2a18a8eea5141b8c6ff02,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,0.956676946
a027233f3723427e572c7e088fba3582,k__Bacteria,0.956362952
a046007bb4a0ce2b32bb1c4dd6ee867b,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__uniformis,0.999959901
a04a11b72b931e796ed97a673ee3b8f7,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__; s__,0.992333329
a05317bb54e232983273fa650022bffd,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales,0.982702596
a060f81fa6bdb5e7327b77fc8acbf46d,k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__; s__,0.957840904
a0716b71d9a50ef9f349740850a00c98,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__,0.9985571
a0a14712e4cf136df6d0b771d8cfe49b,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae,0.955304565
a0d120a8896cd2ac9f3db5548009aaa7,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,0.765115847
a0d3a31c4341a20aa205c57de6611405,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,0.954344655
a10e56c3a2715646a0795a4197434647,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,0.952022262
a132940d90383ef772c2336bec637fa4,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae,0.999962187
a14fb58e8df8f8e8c9af10c59595f93a,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,0.808948231
a162318b0b45848c48009326cca77be9,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Dehalobacteriaceae; g__Dehalobacterium; s__,0.999569342
a184aae7050a60b457f33935c2707fa3,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__,0.793871513
a1bd3320fd5d8eebb25c87ea19cb0f4f,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,0.885973692
a1e812315cc2995addecbe6a51bf7d9c,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Kaistobacter; s__,0.990711752
a1f4fcaddfcc7d95b2cdb1700c2ed847,k__Bacteria,0.89712462
a20f9b25af4452ed6e5aa4f2373ea833,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,0.996503531
a223944dd31c0a5968018fd684a73c25,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,0.973987725
a23c270b00d19dc6fd62c6cf0a098351,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales,0.999998942
a27159eea2d8772718038dac5f8ca486,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Parabacteroides; s__distasonis,0.999998367
a27e26d672292c841bdb6dc92f993f65,k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__Akkermansia; s__muciniphila,0.999999993
a2a18fb831f3fe6d690cf3c26918034f,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__; s__,0.895848036
a2a4fdb739650bc22dc3a3083c41720a,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,0.999780244
a2aa6eea008962f99902a7c7630af1e7,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,0.774021951
a2dd296c1d04c02ba87bc103cbbfc2ff,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,0.821968125
a2e521c0c4cf25a6cb3408fad8a4198b,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Erwinia,0.832223969
a2f10386c444a35f98ed662aa17cd3da,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__; s__,0.999999972
a2fe88fcaa20b7c0c14a31a1e319e49d,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__ovatus,0.97389763
a3200c9b00cd8c83942161f64ec94e2a,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Mogibacteriaceae]; g__; s__,0.997972556
a39ee699285bf19c1554d9f543510845,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Ralstonia; s__,0.999105021
a3de2fae9925edf23be9bf5ee6887024,k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Hymenobacter; s__,0.999999999
a3efca3e02d4ce408629b2ccf237b2bd,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae,0.999849735
a41088fa5ee6f24230acc8e5d2acbbde,k__Bacteria,0.93219171
a41b243847773bee562128a85a1c8d1f,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__,0.859560858
a43ce6dd82ea8e8fcaff48e71316c5ad,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales,0.999994181
